2025-07-29 10:40:56,254 |     INFO | core.Core | 初始化DataSegment: 8 个进程, chunk_size=200000
2025-07-29 10:40:56,254 |     INFO | core.Core | DataProcessor初始化: chunk_size=200000, n_processes=8
2025-07-29 10:40:56,277 |     INFO | core.Core | GPU加速可用: NVIDIA GeForce RTX 4060 Laptop GPU
2025-07-29 10:40:56,277 |     INFO | core.Core | GPU内存: 8.6GB
2025-07-29 10:40:56,278 |     INFO | core.Core | GPU模式: 使用单进程训练避免GPU竞争
2025-07-29 10:40:56,278 |     INFO | core.Core | 训练器初始化完成
2025-07-29 10:40:56,278 |     INFO | core.Core | 训练模式: GPU加速 + 串行fold训练
2025-07-29 10:40:56,278 |     INFO | core.Core | GPU推理可用: NVIDIA GeForce RTX 4060 Laptop GPU
2025-07-29 10:40:56,278 |     INFO | core.Core | GPU推理设置已优化
2025-07-29 10:40:56,278 |     INFO | core.Core | 推理批次大小: 3072
2025-07-29 10:40:56,279 |     INFO | core.Core | 预测器初始化完成
2025-07-29 10:40:56,279 |     INFO | core.Core | 核心控制器初始化完成
2025-07-29 10:40:56,279 |     INFO | core.Core | 开始完整流水线执行
2025-07-29 10:40:56,279 |     INFO | core.Core | 开始数据处理
2025-07-29 10:40:56,280 |     INFO | core.Core | 开始数据处理流水线
2025-07-29 10:40:56,280 |     INFO | core.Core | 所有输出文件已存在
2025-07-29 10:40:56,280 |     INFO | core.Core | process_pipeline 耗时: 0.00s
2025-07-29 10:40:56,281 |     INFO | core.Core | ✓ 数据处理完成
2025-07-29 10:40:56,281 |     INFO | core.Core | 开始模型训练
2025-07-29 10:40:56,281 |     INFO | core.Core | ✓ 训练数据检查通过: [0, 1, 2]
2025-07-29 10:40:56,281 |     INFO | core.Core | 开始训练所有段: [0, 1, 2]
2025-07-29 10:40:56,282 |     INFO | core.Core | 使用模型: ['XGBRanker', 'LGBMRanker', 'RankNet']
2025-07-29 10:40:56,282 |     INFO | core.Core | 
==================================================
2025-07-29 10:40:56,282 |     INFO | core.Core | 训练 segment_0
2025-07-29 10:40:56,282 |     INFO | core.Core | ==================================================
2025-07-29 10:40:56,282 |     INFO | core.Core | 开始CV训练 segment_0
2025-07-29 10:40:56,713 |     INFO | core.Core | 加载 segment_0: (6089760, 52)
2025-07-29 10:40:56,713 |     INFO | core.Core | GPU可用: NVIDIA GeForce RTX 4060 Laptop GPU
2025-07-29 10:40:56,713 |     INFO | core.Core | GPU内存: 8.6GB
2025-07-29 10:41:07,490 |     INFO | core.Core | 创建 5 个CV fold
2025-07-29 10:41:07,491 |     INFO | core.Core | 训练 XGBRanker with CV
2025-07-29 10:41:07,491 |     INFO | core.Core | GPU串行训练 5 个fold
2025-07-29 10:41:07,815 |     INFO | core.Core | 训练 XGBRanker
2025-07-29 10:41:07,816 |     INFO | core.Core | GPU设置已优化
2025-07-29 10:41:07,816 |     INFO | core.Core | GPU可用: NVIDIA GeForce RTX 4060 Laptop GPU
2025-07-29 10:41:07,816 |     INFO | core.Core | GPU内存: 8.6GB
2025-07-29 10:41:07,817 |     INFO | core.Core | GPU模式：简化 XGBRanker 超参数优化
