2025-07-29 10:13:24,841 |     INFO | core.Core | 初始化DataSegment: 8 个进程, chunk_size=200000
2025-07-29 10:13:24,843 |     INFO | core.Core | DataProcessor初始化: chunk_size=200000, n_processes=8
2025-07-29 10:13:24,861 |     INFO | core.Core | GPU加速可用: NVIDIA GeForce RTX 4060 Laptop GPU
2025-07-29 10:13:24,861 |     INFO | core.Core | GPU内存: 8.6GB
2025-07-29 10:13:24,861 |     INFO | core.Core | 并行训练设置: 32 进程，后端: threading
2025-07-29 10:13:24,861 |     INFO | core.Core | 训练器初始化完成
2025-07-29 10:13:24,861 |     INFO | core.Core | GPU推理可用: NVIDIA GeForce RTX 4060 Laptop GPU
2025-07-29 10:13:24,862 |     INFO | core.Core | GPU推理设置已优化
2025-07-29 10:13:24,862 |     INFO | core.Core | 推理批次大小: 3072
2025-07-29 10:13:24,862 |     INFO | core.Core | 预测器初始化完成
2025-07-29 10:13:24,863 |     INFO | core.Core | 核心控制器初始化完成
2025-07-29 10:13:24,863 |     INFO | core.Core | 开始完整流水线执行
2025-07-29 10:13:24,863 |     INFO | core.Core | 开始数据处理
2025-07-29 10:13:24,863 |     INFO | core.Core | 开始数据处理流水线
2025-07-29 10:13:24,863 |     INFO | core.Core | 所有输出文件已存在
2025-07-29 10:13:24,865 |     INFO | core.Core | process_pipeline 耗时: 0.00s
2025-07-29 10:13:24,865 |     INFO | core.Core | ✓ 数据处理完成
2025-07-29 10:13:24,865 |     INFO | core.Core | 开始模型训练
2025-07-29 10:13:24,865 |    ERROR | core.Core | 训练数据不存在: data\aeroclub-recsys-2025\train\train_segment_0.parquet
2025-07-29 10:13:24,866 |    ERROR | core.Core | 模型训练失败
