2025-07-28 17:02:09,241 |     INFO | core.Core | 初始化DataSegment: 8 个进程, chunk_size=200000
2025-07-28 17:02:09,241 |     INFO | core.Core | DataProcessor初始化: chunk_size=200000, n_processes=8
2025-07-28 17:02:09,242 |     INFO | core.Core | 预测器初始化: GPU=None
2025-07-28 17:02:09,242 |     INFO | core.Core | 航班排名系统核心控制器初始化完成
2025-07-28 17:02:09,242 |     INFO | core.Core | ================================================================================
2025-07-28 17:02:09,243 |     INFO | core.Core | 开始完整流水线执行
2025-07-28 17:02:09,243 |     INFO | core.Core | ================================================================================
2025-07-28 17:02:09,244 |     INFO | core.Core | ============================================================
2025-07-28 17:02:09,245 |     INFO | core.Core | 开始数据处理阶段
2025-07-28 17:02:09,245 |     INFO | core.Core | ============================================================
2025-07-28 17:02:09,245 |     INFO | core.Core | 开始数据处理流水线
2025-07-28 17:02:09,246 |     INFO | core.Core | 开始处理 TRAIN 数据
2025-07-28 17:02:09,246 |     INFO | core.Core | 编码文件已存在，跳过: data\aeroclub-recsys-2025\encoded\train\train_encoded.parquet
2025-07-28 17:02:09,246 |     INFO | core.Core | encode_data 耗时: 0.00s
2025-07-28 17:02:09,247 |     INFO | core.Core | 开始分割 train 数据
2025-07-28 17:02:09,272 |     INFO | core.Core | 输入: 18,145,372 行, 287.2MB
2025-07-28 17:02:09,272 |     INFO | core.Core | 开始分割处理 data\aeroclub-recsys-2025\encoded\train\train_encoded.parquet
2025-07-28 17:02:09,273 |     INFO | core.Core | 开始预扫描文件进行ranker_id分类...
