2025-07-28 17:00:12,959 |     INFO | core.Core | 初始化DataSegment: 8 个进程, chunk_size=200000
2025-07-28 17:00:12,959 |     INFO | core.Core | DataProcessor初始化: chunk_size=200000, n_processes=8
2025-07-28 17:00:12,959 |     INFO | core.Core | 预测器初始化: GPU=None
2025-07-28 17:00:12,959 |     INFO | core.Core | 航班排名系统核心控制器初始化完成
2025-07-28 17:00:12,959 |     INFO | core.Core | ================================================================================
2025-07-28 17:00:12,961 |     INFO | core.Core | 开始完整流水线执行
2025-07-28 17:00:12,961 |     INFO | core.Core | ================================================================================
2025-07-28 17:00:12,961 |     INFO | core.Core | ============================================================
2025-07-28 17:00:12,961 |     INFO | core.Core | 开始数据处理阶段
2025-07-28 17:00:12,961 |     INFO | core.Core | ============================================================
2025-07-28 17:00:12,961 |     INFO | core.Core | 开始数据处理流水线
2025-07-28 17:00:12,962 |     INFO | core.Core | 开始处理 TRAIN 数据
2025-07-28 17:00:12,962 |     INFO | core.Core | 编码文件已存在，跳过: data\aeroclub-recsys-2025\encoded\train\train_encoded.parquet
2025-07-28 17:00:12,963 |     INFO | core.Core | encode_data 耗时: 0.00s
2025-07-28 17:00:12,963 |     INFO | core.Core | 开始 train 特征工程
2025-07-28 17:00:23,172 |    ERROR | core.Core | 特征工程异常: Unable to allocate 7.91 GiB for an array with shape (117, 18145372) and data type int32
2025-07-28 17:00:23,871 |     INFO | core.Core | engineer_features 耗时: 10.91s
2025-07-28 17:00:23,871 |     INFO | core.Core | process_data_type 耗时: 10.91s
2025-07-28 17:00:23,872 |    ERROR | core.Core | train 处理失败
2025-07-28 17:00:23,872 |     INFO | core.Core | process_pipeline 耗时: 10.91s
2025-07-28 17:00:23,872 |    ERROR | core.Core | ✗ 数据处理阶段失败
2025-07-28 17:00:23,873 |     INFO | core.Core | run_data_processing 耗时: 10.91s
2025-07-28 17:00:23,873 |    ERROR | core.Core | 数据处理失败，终止流水线
2025-07-28 17:00:23,873 |     INFO | core.Core | run_full_pipeline 耗时: 10.91s
