2025-07-28 20:35:54,155 |     INFO | core.Core | 初始化DataSegment: 8 个进程, chunk_size=200000
2025-07-28 20:35:54,155 |     INFO | core.Core | DataProcessor初始化: chunk_size=200000, n_processes=8
2025-07-28 20:35:54,156 |     INFO | core.Core | 预测器初始化: GPU=None
2025-07-28 20:35:54,156 |     INFO | core.Core | 航班排名系统核心控制器初始化完成
2025-07-28 20:35:54,156 |     INFO | core.Core | ================================================================================
2025-07-28 20:35:54,157 |     INFO | core.Core | 开始完整流水线执行
2025-07-28 20:35:54,157 |     INFO | core.Core | ================================================================================
2025-07-28 20:35:54,158 |     INFO | core.Core | ============================================================
2025-07-28 20:35:54,158 |     INFO | core.Core | 开始数据处理阶段
2025-07-28 20:35:54,158 |     INFO | core.Core | ============================================================
2025-07-28 20:35:54,159 |     INFO | core.Core | 开始数据处理流水线
2025-07-28 20:35:54,159 |     INFO | core.Core | 开始处理 TRAIN 数据
2025-07-28 20:35:54,159 |     INFO | core.Core | 编码文件已存在，跳过: data\aeroclub-recsys-2025\encoded\train\train_encoded.parquet
2025-07-28 20:35:54,160 |     INFO | core.Core | encode_data 耗时: 0.00s
2025-07-28 20:35:54,160 |     INFO | core.Core | 分割文件已存在，跳过
2025-07-28 20:35:54,160 |     INFO | core.Core | 开始验证分割结果...
2025-07-28 20:36:01,227 |     INFO | core.Core | 验证结果:
2025-07-28 20:36:01,227 |     INFO | core.Core |   原始数据: 18,145,372 行, 105,539 ranker_id
2025-07-28 20:36:01,227 |     INFO | core.Core |   分割数据: 18,075,751 行, 90,728 ranker_id
2025-07-28 20:36:01,228 |     INFO | core.Core |   行数匹配: False, ranker_id匹配: False
2025-07-28 20:36:01,228 |  WARNING | core.Core | 行数差异: 69621 行
2025-07-28 20:36:01,228 |  WARNING | core.Core | ranker_id差异: 14811 个
2025-07-28 20:36:01,577 |  WARNING | core.Core | 现有分割文件验证失败
2025-07-28 20:36:01,578 |     INFO | core.Core | segment_data 耗时: 7.42s
2025-07-28 20:36:01,578 |     INFO | core.Core | process_data_type 耗时: 7.42s
2025-07-28 20:36:01,578 |    ERROR | core.Core | train 处理失败
2025-07-28 20:36:01,578 |     INFO | core.Core | process_pipeline 耗时: 7.42s
2025-07-28 20:36:01,579 |    ERROR | core.Core | ✗ 数据处理阶段失败
2025-07-28 20:36:01,579 |     INFO | core.Core | run_data_processing 耗时: 7.42s
2025-07-28 20:36:01,579 |    ERROR | core.Core | 数据处理失败，终止流水线
2025-07-28 20:36:01,579 |     INFO | core.Core | run_full_pipeline 耗时: 7.42s
